datetime,y,client,close,price_am,price_pm
2010-07-01,17,0,0,-1,-1
2010-07-02,18,0,0,-1,-1
2010-07-03,20,0,0,-1,-1
2010-07-04,20,0,0,-1,-1
2010-07-05,14,0,0,-1,-1
2010-07-06,14,0,0,-1,-1
2010-07-07,4,0,0,-1,-1
2010-07-08,10,0,0,-1,-1
2010-07-09,12,0,0,-1,-1
2010-07-10,21,0,0,-1,-1
2010-07-11,15,0,0,-1,-1
2010-07-12,11,0,0,-1,-1
2010-07-13,8,0,0,-1,-1
2010-07-14,13,0,0,-1,-1
2010-07-15,8,0,0,-1,-1
2010-07-16,16,0,0,-1,-1
2010-07-17,23,0,0,-1,-1
2010-07-18,25,0,0,-1,-1
2010-07-19,18,0,0,-1,-1
2010-07-20,21,0,0,-1,-1
2010-07-21,9,0,0,-1,-1
2010-07-22,8,0,0,-1,-1
2010-07-23,12,0,0,-1,-1
2010-07-24,23,0,0,-1,-1
2010-07-25,18,0,0,-1,-1
2010-07-26,18,0,0,-1,-1
2010-07-27,14,0,0,-1,-1
2010-07-28,18,0,0,-1,-1
2010-07-29,19,0,0,-1,-1
2010-07-30,15,0,0,-1,-1
2010-07-31,18,0,0,-1,-1
2010-08-01,20,0,0,-1,-1
2010-08-02,17,0,0,-1,-1
2010-08-03,15,0,0,-1,-1
2010-08-04,14,0,0,-1,-1
2010-08-05,15,0,0,-1,-1
2010-08-06,17,0,0,-1,-1
2010-08-07,18,0,0,-1,-1
2010-08-08,20,0,0,-1,-1
2010-08-09,11,0,0,-1,-1
2010-08-10,13,0,0,-1,-1
2010-08-11,15,0,0,-1,-1
2010-08-12,15,0,0,-1,-1
2010-08-13,15,0,0,-1,-1
2010-08-14,18,0,0,-1,-1
2010-08-15,12,0,0,-1,-1
2010-08-16,18,0,0,-1,-1
2010-08-17,15,0,0,-1,-1
2010-08-18,0,0,0,-1,-1
2010-08-19,17,0,0,-1,-1
2010-08-20,15,0,0,-1,-1
2010-08-21,19,0,0,-1,-1
2010-08-22,18,0,0,-1,-1
2010-08-23,19,0,0,-1,-1
2010-08-24,11,0,0,-1,-1
2010-08-25,13,0,0,-1,-1
2010-08-26,20,0,0,-1,-1
2010-08-27,20,0,0,-1,-1
2010-08-28,27,0,0,-1,-1
2010-08-29,23,0,0,-1,-1
2010-08-30,24,0,0,-1,-1
2010-08-31,18,0,0,-1,-1
2010-09-01,19,0,0,-1,-1
2010-09-02,16,0,0,-1,-1
2010-09-03,13,0,0,-1,-1
2010-09-04,15,0,0,-1,-1
2010-09-05,21,0,0,-1,-1
2010-09-06,11,0,0,-1,-1
2010-09-07,19,0,0,-1,-1
2010-09-08,9,0,0,-1,-1
2010-09-09,4,0,0,-1,-1
2010-09-10,9,0,0,-1,-1
2010-09-11,13,0,0,-1,-1
2010-09-12,12,0,0,-1,-1
2010-09-13,11,0,0,-1,-1
2010-09-14,10,0,0,-1,-1
2010-09-15,14,0,0,-1,-1
2010-09-16,7,0,0,-1,-1
2010-09-17,19,0,0,-1,-1
2010-09-18,19,0,0,-1,-1
2010-09-19,13,0,0,-1,-1
2010-09-20,16,0,0,-1,-1
2010-09-21,18,0,0,-1,-1
2010-09-22,12,0,0,-1,-1
2010-09-23,32,0,0,-1,-1
2010-09-24,30,0,0,-1,-1
2010-09-25,24,0,0,-1,-1
2010-09-26,26,0,0,-1,-1
2010-09-27,17,0,0,-1,-1
2010-09-28,23,0,0,-1,-1
2010-09-29,15,0,0,-1,-1
2010-09-30,27,0,0,-1,-1
2010-10-01,24,0,0,-1,-1
2010-10-02,18,0,0,-1,-1
2010-10-03,16,0,0,-1,-1
2010-10-04,10,0,0,-1,-1
2010-10-05,13,0,0,-1,-1
2010-10-06,3,0,0,-1,-1
2010-10-07,7,0,0,-1,-1
2010-10-08,11,0,0,-1,-1
2010-10-09,17,0,0,-1,-1
2010-10-10,18,0,0,-1,-1
2010-10-11,7,0,0,-1,-1
2010-10-12,8,0,0,-1,-1
2010-10-13,8,0,0,-1,-1
2010-10-14,13,0,0,-1,-1
2010-10-15,9,0,0,-1,-1
2010-10-16,17,0,0,-1,-1
2010-10-17,12,0,0,-1,-1
2010-10-18,11,0,0,-1,-1
2010-10-19,6,0,0,-1,-1
2010-10-20,12,0,0,-1,-1
2010-10-21,3,0,0,-1,-1
2010-10-22,7,0,0,-1,-1
2010-10-23,21,0,0,-1,-1
2010-10-24,20,0,0,-1,-1
2010-10-25,13,0,0,-1,-1
2010-10-26,12,0,0,-1,-1
2010-10-27,13,0,0,-1,-1
2010-10-28,18,0,0,-1,-1
2010-10-29,26,0,0,-1,-1
2010-10-30,29,0,0,-1,-1
2010-10-31,23,0,0,-1,-1
2010-11-01,16,0,0,-1,-1
2010-11-02,12,0,0,-1,-1
2010-11-03,15,0,0,-1,-1
2010-11-04,11,0,0,-1,-1
2010-11-05,13,0,0,-1,-1
2010-11-06,17,0,0,-1,-1
2010-11-07,13,0,0,-1,-1
2010-11-08,8,0,0,-1,-1
2010-11-09,7,0,0,-1,-1
2010-11-10,11,0,0,-1,-1
2010-11-11,11,0,0,-1,-1
2010-11-12,15,0,0,-1,-1
2010-11-13,16,0,0,-1,-1
2010-11-14,19,0,0,-1,-1
2010-11-15,21,0,0,-1,-1
2010-11-16,14,0,0,-1,-1
2010-11-17,11,0,0,-1,-1
2010-11-18,9,0,0,-1,-1
2010-11-19,25,0,0,-1,-1
2010-11-20,24,0,0,-1,-1
2010-11-21,22,0,0,-1,-1
2010-11-22,22,0,0,-1,-1
2010-11-23,16,0,0,-1,-1
2010-11-24,14,0,0,-1,-1
2010-11-25,18,0,0,-1,-1
2010-11-26,22,0,0,-1,-1
2010-11-27,26,0,0,-1,-1
2010-11-28,22,0,0,-1,-1
2010-11-29,22,0,0,-1,-1
2010-11-30,21,0,0,-1,-1
2010-12-01,23,0,0,-1,-1
2010-12-02,14,0,0,-1,-1
2010-12-03,18,0,0,-1,-1
2010-12-04,27,0,0,-1,-1
2010-12-05,16,0,0,-1,-1
2010-12-06,17,0,0,-1,-1
2010-12-07,12,0,0,-1,-1
2010-12-08,13,0,0,-1,-1
2010-12-09,12,0,0,-1,-1
2010-12-10,19,0,0,-1,-1
2010-12-11,14,0,0,-1,-1
2010-12-12,23,0,0,-1,-1
2010-12-13,16,0,0,-1,-1
2010-12-14,13,0,0,-1,-1
2010-12-15,21,0,0,-1,-1
2010-12-16,17,0,0,-1,-1
2010-12-17,21,0,0,-1,-1
2010-12-18,23,0,0,-1,-1
2010-12-19,27,0,0,-1,-1
2010-12-20,23,0,0,-1,-1
2010-12-21,22,0,0,-1,-1
2010-12-22,21,0,0,-1,-1
2010-12-23,18,0,0,-1,-1
2010-12-24,29,0,0,-1,-1
2010-12-25,28,0,0,-1,-1
2010-12-26,26,0,0,-1,-1
2010-12-27,26,0,0,-1,-1
2010-12-28,18,0,0,-1,-1
2010-12-29,23,0,0,-1,-1
2010-12-30,15,0,0,-1,-1
2010-12-31,0,0,1,-1,-1
2011-01-01,0,0,1,-1,-1
2011-01-02,0,0,1,-1,-1
2011-01-03,0,0,1,-1,-1
2011-01-04,16,0,0,0,0
2011-01-05,16,0,0,0,0
2011-01-06,13,0,0,0,0
2011-01-07,14,0,0,0,0
2011-01-08,16,0,0,0,0
2011-01-09,16,0,0,0,0
2011-01-10,14,0,0,0,0
2011-01-11,13,0,0,0,0
2011-01-12,5,0,0,0,0
2011-01-13,9,0,0,0,0
2011-01-14,14,0,0,0,0
2011-01-15,19,0,0,0,0
2011-01-16,22,0,0,0,0
2011-01-17,12,0,0,0,0
2011-01-18,11,0,0,0,0
2011-01-19,6,0,0,0,0
2011-01-20,7,0,0,0,0
2011-01-21,14,0,0,0,0
2011-01-22,17,0,0,1,0
2011-01-23,18,0,0,0,0
2011-01-24,12,0,0,0,0
2011-01-25,15,0,0,0,0
2011-01-26,13,0,0,0,0
2011-01-27,18,0,0,1,1
2011-01-28,16,0,0,1,1
2011-01-29,23,0,0,2,1
2011-01-30,28,0,0,2,1
2011-01-31,23,0,0,1,0
2011-02-01,22,0,0,1,1
2011-02-02,14,0,0,1,1
2011-02-03,12,0,0,0,0
2011-02-04,16,0,0,0,0
2011-02-05,24,0,0,1,1
2011-02-06,17,0,0,1,1
2011-02-07,15,0,0,0,0
2011-02-08,7,0,0,0,0
2011-02-09,9,0,0,0,0
2011-02-10,21,0,0,0,0
2011-02-11,29,0,0,2,1
2011-02-12,21,0,0,2,1
2011-02-13,25,0,0,1,1
2011-02-14,8,0,0,0,0
2011-02-15,13,0,0,0,0
2011-02-16,10,0,0,0,0
2011-02-17,17,0,0,0,0
2011-02-18,22,0,0,1,0
2011-02-19,25,0,0,2,2
2011-02-20,24,0,0,2,1
2011-02-21,26,0,0,0,0
2011-02-22,15,0,0,1,0
2011-02-23,21,0,0,1,0
2011-02-24,23,0,0,1,1
2011-02-25,29,0,0,2,1
2011-02-26,32,0,0,3,2
2011-02-27,33,0,0,2,2
2011-02-28,30,0,0,2,1
2011-03-01,28,0,0,1,1
2011-03-02,21,0,0,0,0
2011-03-03,20,0,0,0,0
2011-03-04,12,0,0,1,1
2011-03-05,27,0,0,2,1
2011-03-06,21,0,0,1,1
2011-03-07,22,0,0,0,0
2011-03-08,21,0,0,0,0
2011-03-09,15,0,0,0,0
2011-03-10,21,0,0,0,0
2011-03-11,17,0,0,0,0
2011-03-12,25,0,0,2,2
2011-03-13,17,0,0,2,1
2011-03-14,27,0,0,1,1
2011-03-15,31,0,0,1,1
2011-03-16,34,0,0,2,2
2011-03-17,34,0,0,2,2
2011-03-18,42,0,0,2,2
2011-03-19,40,0,0,3,3
2011-03-20,41,0,0,5,3
2011-03-21,39,0,0,3,2
2011-03-22,39,0,0,3,3
2011-03-23,37,0,0,5,4
2011-03-24,36,0,0,5,3
2011-03-25,35,0,0,4,5
2011-03-26,40,0,0,5,5
2011-03-27,35,0,0,5,4
2011-03-28,49,0,0,3,2
2011-03-29,37,0,0,3,2
2011-03-30,38,0,0,4,3
2011-03-31,34,0,0,4,4
2011-04-01,48,0,0,4,2
2011-04-02,29,0,0,5,4
2011-04-03,28,0,0,3,3
2011-04-04,23,0,0,2,1
2011-04-05,25,0,0,1,1
2011-04-06,31,0,0,0,0
2011-04-07,28,0,0,0,0
2011-04-08,37,0,0,0,0
2011-04-09,39,0,0,3,2
2011-04-10,29,0,0,2,1
2011-04-11,14,0,0,0,0
2011-04-12,13,0,0,0,0
2011-04-13,10,0,0,0,0
2011-04-14,16,0,0,0,0
2011-04-15,32,0,0,0,0
2011-04-16,25,0,0,2,2
2011-04-17,24,0,0,2,1
2011-04-18,16,0,0,0,0
2011-04-19,16,0,0,0,0
2011-04-20,11,0,0,0,0
2011-04-21,7,0,0,0,0
2011-04-22,25,0,0,1,1
2011-04-23,26,0,0,3,2
2011-04-24,24,0,0,2,1
2011-04-25,19,0,0,1,1
2011-04-26,29,0,0,1,1
2011-04-27,20,0,0,1,1
2011-04-28,23,0,0,1,1
2011-04-29,22,0,0,2,1
2011-04-30,21,0,0,3,3
2011-05-01,19,0,0,1,1
2011-05-02,21,0,0,1,0
2011-05-03,15,0,0,2,1
2011-05-04,18,0,0,1,0
2011-05-05,15,0,0,1,0
2011-05-06,18,0,0,0,0
2011-05-07,14,0,0,1,0
2011-05-08,6,0,0,0,0
2011-05-09,11,0,0,0,0
2011-05-10,7,0,0,0,0
2011-05-11,6,0,0,0,0
2011-05-12,11,0,0,0,0
2011-05-13,5,0,0,0,0
2011-05-14,21,0,0,1,1
2011-05-15,20,0,0,1,0
2011-05-16,17,0,0,0,0
2011-05-17,7,0,0,0,0
2011-05-18,11,0,0,0,0
2011-05-19,10,0,0,0,0
2011-05-20,16,0,0,1,0
2011-05-21,22,0,0,1,1
2011-05-22,21,0,0,1,1
2011-05-23,13,0,0,0,0
2011-05-24,10,0,0,0,0
2011-05-25,14,0,0,0,0
2011-05-26,18,0,0,0,0
2011-05-27,17,0,0,1,1
2011-05-28,31,0,0,2,1
2011-05-29,24,0,0,1,1
2011-05-30,24,0,0,1,0
2011-05-31,25,0,0,1,0
2011-06-01,14,0,0,1,0
2011-06-02,15,0,0,1,0
2011-06-03,13,0,0,1,0
2011-06-04,25,0,0,1,1
2011-06-05,23,0,0,1,0
2011-06-06,7,0,0,0,0
2011-06-07,4,0,0,0,0
2011-06-08,13,0,0,0,0
2011-06-09,14,0,0,0,0
2011-06-10,18,0,0,0,0
2011-06-11,20,0,0,1,1
2011-06-12,11,0,0,1,0
2011-06-13,8,0,0,0,0
2011-06-14,9,0,0,0,0
2011-06-15,11,0,0,0,0
2011-06-16,15,0,0,0,0
2011-06-17,13,0,0,0,0
2011-06-18,20,0,0,1,1
2011-06-19,16,0,0,1,1
2011-06-20,18,0,0,0,0
2011-06-21,11,0,0,0,0
2011-06-22,7,0,0,0,0
2011-06-23,12,0,0,0,0
2011-06-24,20,0,0,1,0
2011-06-25,23,0,0,2,1
2011-06-26,23,0,0,2,1
2011-06-27,18,0,0,1,0
2011-06-28,21,0,0,0,0
2011-06-29,25,0,0,1,0
2011-06-30,24,0,0,1,2
2011-07-01,16,0,0,-1,-1
2011-07-02,25,0,0,2,1
2011-07-03,17,0,0,1,1
2011-07-04,11,0,0,0,0
2011-07-05,8,0,0,0,0
2011-07-06,11,0,0,0,0
2011-07-07,10,0,0,0,0
2011-07-08,16,0,0,0,0
2011-07-09,19,0,0,1,1
2011-07-10,20,0,0,1,1
2011-07-11,17,0,0,0,0
2011-07-12,10,0,0,0,0
2011-07-13,9,0,0,0,0
2011-07-14,16,0,0,0,0
2011-07-15,19,0,0,0,0
2011-07-16,17,0,0,2,1
2011-07-17,23,0,0,2,1
2011-07-18,19,0,0,1,0
2011-07-19,13,0,0,0,0
2011-07-20,15,0,0,0,0
2011-07-21,14,0,0,0,0
2011-07-22,18,0,0,1,0
2011-07-23,22,0,0,1,1
2011-07-24,23,0,0,1,1
2011-07-25,14,0,0,1,0
2011-07-26,11,0,0,1,0
2011-07-27,14,0,0,1,0
2011-07-28,17,0,0,1,0
2011-07-29,24,0,0,1,1
2011-07-30,23,0,0,2,2
2011-07-31,31,0,0,2,1
2011-08-01,19,0,0,1,0
2011-08-02,10,0,0,0,0
2011-08-03,11,0,0,0,0
2011-08-04,12,0,0,0,0
2011-08-05,15,0,0,0,0
2011-08-06,22,0,0,1,1
2011-08-07,12,0,0,1,0
2011-08-08,15,0,0,0,0
2011-08-09,13,0,0,0,0
2011-08-10,15,0,0,0,0
2011-08-11,11,0,0,0,0
2011-08-12,16,0,0,0,0
2011-08-13,13,0,0,0,0
2011-08-14,0,0,0,0,0
2011-08-15,19,0,0,0,0
2011-08-16,17,0,0,0,0
2011-08-17,5,0,0,0,0
2011-08-18,11,0,0,0,0
2011-08-19,16,0,0,0,0
2011-08-20,16,0,0,1,1
2011-08-21,13,0,0,1,0
2011-08-22,13,0,0,0,0
2011-08-23,13,0,0,0,0
2011-08-24,8,0,0,0,0
2011-08-25,9,0,0,0,0
2011-08-26,22,0,0,0,0
2011-08-27,23,0,0,1,1
2011-08-28,25,0,0,1,1
2011-08-29,24,0,0,0,0
2011-08-30,21,0,0,0,0
2011-08-31,21,0,0,1,1
2011-09-01,14,0,0,1,1
2011-09-02,6,0,0,1,1
2011-09-03,14,0,0,2,1
2011-09-04,11,0,0,1,1
2011-09-05,9,0,0,0,0
2011-09-06,10,0,0,0,0
2011-09-07,6,0,0,0,0
2011-09-08,10,0,0,0,0
2011-09-09,7,0,0,0,0
2011-09-10,15,0,0,1,1
2011-09-11,13,0,0,1,0
2011-09-12,14,0,0,0,0
2011-09-13,16,0,0,0,0
2011-09-14,10,0,0,0,0
2011-09-15,11,0,0,0,0
2011-09-16,14,0,0,0,0
2011-09-17,21,0,0,2,1
2011-09-18,19,0,0,2,2
2011-09-19,18,0,0,1,1
2011-09-20,21,0,0,0,0
2011-09-21,12,0,0,0,0
2011-09-22,24,0,0,0,0
2011-09-23,36,0,0,1,1
2011-09-24,47,0,0,2,2
2011-09-25,26,0,0,2,2
2011-09-26,21,0,0,1,1
2011-09-27,19,0,0,1,1
2011-09-28,24,0,0,1,1
2011-09-29,26,0,0,1,1
2011-09-30,29,0,0,1,1
2011-10-01,26,0,0,2,1
2011-10-02,27,0,0,1,1
2011-10-03,20,0,0,1,-1
2011-10-04,14,0,0,0,0
2011-10-05,16,0,0,0,0
2011-10-06,15,0,0,0,0
2011-10-07,15,0,0,0,0
2011-10-08,21,0,0,2,1
2011-10-09,21,0,0,2,1
2011-10-10,17,0,0,1,0
2011-10-11,9,0,0,0,0
2011-10-12,10,0,0,0,0
2011-10-13,14,0,0,0,0
2011-10-14,14,0,0,0,0
2011-10-15,22,0,0,1,1
2011-10-16,24,0,0,1,0
2011-10-17,18,0,0,0,0
2011-10-18,13,0,0,0,0
2011-10-19,7,0,0,0,0
2011-10-20,13,0,0,0,0
2011-10-21,18,0,0,0,0
2011-10-22,17,0,0,1,1
2011-10-23,21,0,0,1,1
2011-10-24,14,0,0,0,0
2011-10-25,17,0,0,0,0
2011-10-26,23,0,0,0,0
2011-10-27,24,0,0,0,0
2011-10-28,25,0,0,1,1
2011-10-29,35,0,0,2,2
2011-10-30,22,0,0,2,1
2011-10-31,27,0,0,1,1
2011-11-01,21,0,0,1,1
2011-11-02,21,0,0,1,0
2011-11-03,22,0,0,2,1
2011-11-04,22,0,0,1,1
2011-11-05,28,0,0,1,0
2011-11-06,10,0,0,1,0
2011-11-07,14,0,0,0,0
2011-11-08,17,0,0,0,0
2011-11-09,11,0,0,0,0
2011-11-10,12,0,0,0,0
2011-11-11,25,0,0,0,0
2011-11-12,27,0,0,1,1
2011-11-13,21,0,0,0,0
2011-11-14,13,0,0,0,0
2011-11-15,11,0,0,0,0
2011-11-16,19,0,0,0,0
2011-11-17,11,0,0,0,0
2011-11-18,11,0,0,0,0
2011-11-19,15,0,0,1,1
2011-11-20,29,0,0,1,0
2011-11-21,18,0,0,0,0
2011-11-22,14,0,0,0,0
2011-11-23,12,0,0,0,0
2011-11-24,21,0,0,0,0
2011-11-25,30,0,0,1,1
2011-11-26,31,0,0,2,1
2011-11-27,32,0,0,1,1
2011-11-28,27,0,0,0,0
2011-11-29,20,0,0,0,0
2011-11-30,20,0,0,1,1
2011-12-01,15,0,0,1,1
2011-12-02,17,0,0,1,1
2011-12-03,32,0,0,2,1
2011-12-04,17,0,0,1,1
2011-12-05,11,0,0,0,0
2011-12-06,12,0,0,0,0
2011-12-07,13,0,0,0,0
2011-12-08,8,0,0,0,0
2011-12-09,14,0,0,0,0
2011-12-10,31,0,0,1,1
2011-12-11,22,0,0,1,1
2011-12-12,19,0,0,0,0
2011-12-13,14,0,0,0,0
2011-12-14,15,0,0,0,0
2011-12-15,17,0,0,0,0
2011-12-16,25,0,0,0,0
2011-12-17,35,0,0,1,1
2011-12-18,30,0,0,1,1
2011-12-19,30,0,0,1,0
2011-12-20,30,0,0,0,0
2011-12-21,28,0,0,0,0
2011-12-22,32,0,0,1,1
2011-12-23,36,0,0,2,1
2011-12-24,30,0,0,2,2
2011-12-25,22,0,0,1,1
2011-12-26,31,0,0,1,0
2011-12-27,30,0,0,1,0
2011-12-28,23,0,0,1,0
2011-12-29,26,0,0,1,0
2011-12-30,15,0,0,1,3
2011-12-31,0,0,1,-1,-1
2012-01-01,0,0,1,-1,-1
2012-01-02,0,0,1,-1,-1
2012-01-03,0,0,1,-1,-1
2012-01-04,12,0,0,0,0
2012-01-05,9,0,0,0,0
2012-01-06,8,0,0,0,0
2012-01-07,29,0,0,0,0
2012-01-08,23,0,0,0,0
2012-01-09,9,0,0,0,0
2012-01-10,10,0,0,0,0
2012-01-11,10,0,0,0,0
2012-01-12,7,0,0,0,0
2012-01-13,9,0,0,0,0
2012-01-14,24,0,0,0,1
2012-01-15,21,0,0,0,0
2012-01-16,18,0,0,0,0
2012-01-17,18,0,0,0,0
2012-01-18,17,0,0,0,0
2012-01-19,13,0,0,0,0
2012-01-20,18,0,0,0,0
2012-01-21,30,0,0,1,0
2012-01-22,28,0,0,1,0
2012-01-23,18,0,0,0,0
2012-01-24,17,0,0,0,0
2012-01-25,20,0,0,0,0
2012-01-26,16,0,0,0,0
2012-01-27,30,0,0,1,1
2012-01-28,32,0,0,2,1
2012-01-29,26,0,0,2,1
2012-01-30,33,0,0,1,0
2012-01-31,29,0,0,1,1
2012-02-01,27,0,0,1,1
2012-02-02,17,0,0,1,0
2012-02-03,19,0,0,0,0
2012-02-04,33,0,0,2,1
2012-02-05,19,0,0,1,1
2012-02-06,23,0,0,0,0
2012-02-07,18,0,0,0,0
2012-02-08,22,0,0,0,0
2012-02-09,14,0,0,0,0
2012-02-10,25,0,0,0,0
2012-02-11,36,0,0,1,1
2012-02-12,22,0,0,1,0
2012-02-13,23,0,0,0,0
2012-02-14,18,0,0,0,0
2012-02-15,23,0,0,0,0
2012-02-16,22,0,0,0,0
2012-02-17,25,0,0,0,0
2012-02-18,33,0,0,2,1
2012-02-19,31,0,0,1,1
2012-02-20,26,0,0,1,0
2012-02-21,24,0,0,0,0
2012-02-22,32,0,0,0,0
2012-02-23,29,0,0,1,0
2012-02-24,43,0,0,1,1
2012-02-25,49,0,0,3,2
2012-02-26,47,0,0,2,1
2012-02-27,41,0,0,1,1
2012-02-28,40,0,0,1,1
2012-02-29,39,0,0,2,1
2012-03-01,36,0,0,1,1
2012-03-02,45,0,0,1,1
2012-03-03,37,0,0,2,1
2012-03-04,30,0,0,1,1
2012-03-05,29,0,0,0,0
2012-03-06,30,0,0,0,0
2012-03-07,38,0,0,0,0
2012-03-08,32,0,0,0,0
2012-03-09,33,0,0,0,0
2012-03-10,30,0,0,2,1
2012-03-11,28,0,0,1,1
2012-03-12,31,0,0,0,0
2012-03-13,35,0,0,0,0
2012-03-14,30,0,0,1,0
2012-03-15,36,0,0,1,1
2012-03-16,50,0,0,2,2
2012-03-17,58,0,0,3,3
2012-03-18,45,0,0,3,2
2012-03-19,48,0,0,2,2
2012-03-20,51,0,0,3,2
2012-03-21,60,0,0,2,2
2012-03-22,49,0,0,3,2
2012-03-23,47,0,0,4,3
2012-03-24,55,0,0,5,4
2012-03-25,49,0,0,4,5
2012-03-26,69,0,0,3,2
2012-03-27,88,0,0,3,2
2012-03-28,66,0,0,2,2
2012-03-29,63,0,0,4,2
2012-03-30,69,0,0,4,4
2012-03-31,63,0,0,5,5
2012-04-01,36,0,0,5,4
2012-04-02,45,0,0,2,3
2012-04-03,36,0,0,2,1
2012-04-04,32,0,0,1,1
2012-04-05,43,0,0,1,0
2012-04-06,36,0,0,0,0
2012-04-07,39,0,0,4,3
2012-04-08,33,0,0,2,2
2012-04-09,33,0,0,0,0
2012-04-10,32,0,0,0,0
2012-04-11,20,0,0,0,0
2012-04-12,25,0,0,0,0
2012-04-13,34,0,0,0,0
2012-04-14,43,0,0,2,2
2012-04-15,40,0,0,1,2
2012-04-16,27,0,0,0,0
2012-04-17,21,0,0,0,0
2012-04-18,21,0,0,0,0
2012-04-19,21,0,0,0,0
2012-04-20,25,0,0,0,0
2012-04-21,29,0,0,2,2
2012-04-22,28,0,0,1,1
2012-04-23,32,0,0,1,0
2012-04-24,27,0,0,0,0
2012-04-25,35,0,0,0,0
2012-04-26,29,0,0,0,0
2012-04-27,32,0,0,1,1
2012-04-28,43,0,0,2,2
2012-04-29,54,0,0,3,2
2012-04-30,39,0,0,2,1
2012-05-01,31,0,0,0,0
2012-05-02,30,0,0,0,0
2012-05-03,27,0,0,1,1
2012-05-04,27,0,0,2,2
2012-05-05,16,0,0,1,0
2012-05-06,12,0,0,0,0
2012-05-07,21,0,0,0,0
2012-05-08,22,0,0,0,0
2012-05-09,19,0,0,0,0
2012-05-10,16,0,0,0,0
2012-05-11,19,0,0,0,0
2012-05-12,32,0,0,1,1
2012-05-13,26,0,0,1,0
2012-05-14,22,0,0,0,0
2012-05-15,21,0,0,0,0
2012-05-16,11,0,0,0,0
2012-05-17,14,0,0,0,0
2012-05-18,19,0,0,0,0
2012-05-19,33,0,0,1,1
