datetime,y,client,close,price_am,price_pm
2012-05-20,25,0,0,1,0
2012-05-21,15,0,0,0,0
2012-05-22,21,0,0,0,0
2012-05-23,19,0,0,0,0
2012-05-24,23,0,0,0,0
2012-05-25,32,0,0,1,0
2012-05-26,39,0,0,2,1
2012-05-27,32,0,0,1,1
2012-05-28,30,0,0,1,0
2012-05-29,33,0,0,0,0
2012-05-30,27,0,0,1,0
2012-05-31,35,0,0,1,1
2012-06-01,30,0,0,0,0
2012-06-02,36,0,0,1,1
2012-06-03,28,0,0,1,1
2012-06-04,22,0,0,0,0
2012-06-05,23,0,0,0,0
2012-06-06,13,0,0,0,0
2012-06-07,13,0,0,0,0
2012-06-08,12,0,0,0,0
2012-06-09,38,0,0,1,1
2012-06-10,17,0,0,1,0
2012-06-11,22,0,0,0,0
2012-06-12,12,0,0,0,0
2012-06-13,22,0,0,0,0
2012-06-14,20,0,0,0,0
2012-06-15,20,0,0,0,0
2012-06-16,42,0,0,1,1
2012-06-17,22,0,0,1,0
2012-06-18,23,0,0,0,0
2012-06-19,19,0,0,0,0
2012-06-20,21,0,0,0,0
2012-06-21,20,0,0,0,0
2012-06-22,32,0,0,0,0
2012-06-23,38,0,0,2,1
2012-06-24,34,0,0,1,1
2012-06-25,31,0,0,0,0
2012-06-26,33,0,0,1,0
2012-06-27,31,0,0,0,0
2012-06-28,42,0,0,1,0
2012-06-29,52,0,0,1,1
2012-06-30,55,0,0,2,2
2012-07-01,45,0,0,2,1
2012-07-02,31,0,0,1,1
2012-07-03,12,0,0,1,0
2012-07-04,19,0,0,0,0
2012-07-05,16,0,0,0,0
2012-07-06,23,0,0,0,0
2012-07-07,34,0,0,1,1
2012-07-08,20,0,0,1,1
2012-07-09,17,0,0,0,0
2012-07-10,9,0,0,0,0
2012-07-11,21,0,0,0,0
2012-07-12,21,0,0,0,0
2012-07-13,23,0,0,0,0
2012-07-14,38,0,0,2,1
2012-07-15,38,0,0,2,1
2012-07-16,25,0,0,1,0
2012-07-17,24,0,0,0,0
2012-07-18,11,0,0,0,0
2012-07-19,19,0,0,0,0
2012-07-20,24,0,0,0,0
2012-07-21,37,0,0,1,1
2012-07-22,23,0,0,1,1
2012-07-23,27,0,0,0,0
2012-07-24,31,0,0,1,0
2012-07-25,17,0,0,0,0
2012-07-26,22,0,0,0,0
2012-07-27,25,0,0,1,1
2012-07-28,48,0,0,3,2
2012-07-29,43,0,0,2,1
2012-07-30,31,0,0,1,1
2012-07-31,42,0,0,1,1
2012-08-01,41,0,0,0,0
2012-08-02,30,0,0,0,0
2012-08-03,29,0,0,0,0
2012-08-04,31,0,0,1,1
2012-08-05,34,0,0,1,1
2012-08-06,21,0,0,0,0
2012-08-07,21,0,0,0,0
2012-08-08,22,0,0,0,0
2012-08-09,12,0,0,0,0
2012-08-10,25,0,0,0,0
2012-08-11,29,0,0,1,1
2012-08-12,14,0,0,0,0
2012-08-13,29,0,0,0,0
2012-08-14,23,0,0,0,0
2012-08-15,19,0,0,0,0
2012-08-16,16,0,0,0,0
2012-08-17,29,0,0,0,0
2012-08-18,22,0,0,1,1
2012-08-19,23,0,0,1,0
2012-08-20,25,0,0,0,0
2012-08-21,19,0,0,0,0
2012-08-22,21,0,0,0,0
2012-08-23,26,0,0,0,0
2012-08-24,23,0,0,1,0
2012-08-25,31,0,0,2,1
2012-08-26,37,0,0,1,1
2012-08-27,36,0,0,0,0
2012-08-28,27,0,0,1,1
2012-08-29,30,0,0,0,0
2012-08-30,38,0,0,1,0
2012-08-31,28,0,0,1,1
2012-09-01,44,0,0,2,1
2012-09-02,40,0,0,1,1
2012-09-03,35,0,0,1,0
2012-09-04,13,0,0,0,0
2012-09-05,15,0,0,0,0
2012-09-06,19,0,0,0,0
2012-09-07,23,0,0,0,0
2012-09-08,18,0,0,1,1
2012-09-09,33,0,0,1,1
2012-09-10,28,0,0,0,0
2012-09-11,22,0,0,0,0
2012-09-12,26,0,0,0,0
2012-09-13,26,0,0,0,0
2012-09-14,25,0,0,0,0
2012-09-15,36,0,0,2,1
2012-09-16,45,0,0,2,2
2012-09-17,26,0,0,1,0
2012-09-18,34,0,0,1,0
2012-09-19,24,0,0,1,0
2012-09-20,28,0,0,1,0
2012-09-21,36,0,0,1,0
2012-09-22,49,0,0,2,1
2012-09-23,51,0,0,1,1
2012-09-24,69,0,0,1,0
2012-09-25,32,0,0,1,1
2012-09-26,45,0,0,0,0
2012-09-27,40,0,0,1,0
2012-09-28,49,0,0,1,1
2012-09-29,53,0,0,3,2
2012-09-30,52,0,0,2,2
2012-10-01,56,0,0,1,1
2012-10-02,33,0,0,1,0
2012-10-03,22,0,0,0,0
2012-10-04,26,0,0,0,0
2012-10-05,37,0,0,0,0
2012-10-06,35,0,0,2,1
2012-10-07,39,0,0,2,2
2012-10-08,29,0,0,1,0
2012-10-09,25,0,0,0,0
2012-10-10,19,0,0,0,0
2012-10-11,16,0,0,0,0
2012-10-12,28,0,0,0,0
2012-10-13,40,0,0,1,1
2012-10-14,35,0,0,1,0
2012-10-15,22,0,0,0,0
2012-10-16,14,0,0,0,0
2012-10-17,21,0,0,0,0
2012-10-18,16,0,0,0,0
2012-10-19,35,0,0,0,0
2012-10-20,46,0,0,1,1
2012-10-21,29,0,0,1,0
2012-10-22,27,0,0,0,0
2012-10-23,20,0,0,0,0
2012-10-24,33,0,0,0,0
2012-10-25,31,0,0,0,0
2012-10-26,38,0,0,1,0
2012-10-27,58,0,0,2,1
2012-10-28,50,0,0,1,1
2012-10-29,50,0,0,1,1
2012-10-30,51,0,0,0,0
2012-10-31,49,0,0,1,1
2012-11-01,34,0,0,0,0
2012-11-02,27,0,0,0,0
2012-11-03,43,0,0,2,1
2012-11-04,35,0,0,1,1
2012-11-05,25,0,0,0,0
2012-11-06,26,0,0,0,0
2012-11-07,21,0,0,0,0
2012-11-08,14,0,0,0,0
2012-11-09,27,0,0,0,0
2012-11-10,37,0,0,1,1
2012-11-11,26,0,0,0,0
2012-11-12,21,0,0,0,0
2012-11-13,22,0,0,0,0
2012-11-14,12,0,0,0,0
2012-11-15,33,0,0,0,0
2012-11-16,26,0,0,0,0
2012-11-17,38,0,0,1,1
2012-11-18,39,0,0,1,0
2012-11-19,25,0,0,0,0
2012-11-20,28,0,0,0,0
2012-11-21,38,0,0,0,0
2012-11-22,45,0,0,0,0
2012-11-23,49,0,0,2,1
2012-11-24,42,0,0,2,1
2012-11-25,46,0,0,1,1
2012-11-26,40,0,0,0,0
2012-11-27,32,0,0,1,0
2012-11-28,43,0,0,0,0
2012-11-29,44,0,0,0,0
2012-11-30,49,0,0,1,1
2012-12-01,45,0,0,2,1
2012-12-02,37,0,0,1,1
2012-12-03,40,0,0,0,0
2012-12-04,17,0,0,0,0
2012-12-05,26,0,0,0,0
2012-12-06,16,0,0,0,0
2012-12-07,19,0,0,0,0
2012-12-08,44,0,0,1,1
2012-12-09,35,0,0,1,0
2012-12-10,39,0,0,0,0
2012-12-11,22,0,0,0,0
2012-12-12,27,0,0,0,0
2012-12-13,34,0,0,0,0
2012-12-14,37,0,0,0,0
2012-12-15,50,0,0,1,1
2012-12-16,49,0,0,1,0
2012-12-17,43,0,0,0,0
2012-12-18,41,0,0,0,0
2012-12-19,39,0,0,0,0
2012-12-20,50,0,0,0,0
2012-12-21,45,0,0,0,0
2012-12-22,49,0,0,2,1
2012-12-23,46,0,0,2,3
2012-12-24,44,0,0,1,0
2012-12-25,43,0,0,1,1
2012-12-26,55,0,0,0,0
2012-12-27,48,0,0,1,0
2012-12-28,41,0,0,1,1
2012-12-29,33,0,0,2,2
2012-12-30,23,0,0,1,2
2012-12-31,0,0,1,-1,-1
2013-01-01,0,0,1,-1,-1
2013-01-02,0,0,1,-1,-1
2013-01-03,0,0,1,-1,-1
2013-01-04,38,0,0,0,0
2013-01-05,26,0,0,0,0
2013-01-06,24,0,0,0,0
2013-01-07,22,0,0,0,0
2013-01-08,12,0,0,0,0
2013-01-09,18,0,0,0,0
2013-01-10,19,0,0,0,0
2013-01-11,27,0,0,0,0
2013-01-12,39,0,0,1,0
2013-01-13,50,0,0,0,0
2013-01-14,16,0,0,0,0
2013-01-15,31,0,0,0,0
2013-01-16,33,0,0,0,0
2013-01-17,27,0,0,0,0
2013-01-18,26,0,0,0,0
2013-01-19,56,0,0,1,1
2013-01-20,43,0,0,1,0
2013-01-21,38,0,0,0,0
2013-01-22,21,0,0,0,0
2013-01-23,37,0,0,0,0
2013-01-24,29,0,0,0,0
2013-01-25,43,0,0,1,0
2013-01-26,56,0,0,2,1
2013-01-27,50,0,0,1,1
2013-01-28,42,0,0,1,0
2013-01-29,42,0,0,1,0
2013-01-30,45,0,0,1,0
2013-01-31,39,0,0,2,1
2013-02-01,48,0,0,1,1
2013-02-02,48,0,0,2,1
2013-02-03,41,0,0,1,1
2013-02-04,30,0,0,1,0
2013-02-05,29,0,0,1,0
2013-02-06,21,0,0,0,0
2013-02-07,25,0,0,0,0
2013-02-08,40,0,0,1,0
2013-02-09,36,0,0,2,1
2013-02-10,44,0,0,2,2
2013-02-11,38,0,0,0,0
2013-02-12,43,0,0,0,0
2013-02-13,39,0,0,0,0
2013-02-14,43,0,0,0,0
2013-02-15,46,0,0,0,0
2013-02-16,52,0,0,1,1
2013-02-17,47,0,0,1,0
2013-02-18,41,0,0,0,0
2013-02-19,36,0,0,0,0
2013-02-20,43,0,0,0,0
2013-02-21,37,0,0,0,0
2013-02-22,52,0,0,1,1
2013-02-23,56,0,0,3,2
2013-02-24,58,0,0,2,1
2013-02-25,66,0,0,1,1
2013-02-26,61,0,0,1,1
2013-02-27,60,0,0,1,1
2013-02-28,66,0,0,2,1
2013-03-01,55,0,0,1,1
2013-03-02,58,0,0,2,1
2013-03-03,46,0,0,1,1
2013-03-04,50,0,0,0,0
2013-03-05,43,0,0,0,0
2013-03-06,34,0,0,0,0
2013-03-07,40,0,0,0,0
2013-03-08,46,0,0,0,0
2013-03-09,45,0,0,1,1
2013-03-10,50,0,0,1,1
2013-03-11,50,0,0,0,0
2013-03-12,53,0,0,0,0
2013-03-13,49,0,0,0,0
2013-03-14,43,0,0,0,0
2013-03-15,73,0,0,2,1
2013-03-16,66,0,0,3,2
2013-03-17,59,0,0,2,2
2013-03-18,73,0,0,2,2
2013-03-19,68,0,0,2,2
2013-03-20,74,0,0,5,4
2013-03-21,71,0,0,5,4
2013-03-22,65,0,0,4,3
2013-03-23,60,0,0,5,4
2013-03-24,66,0,0,4,3
2013-03-25,76,0,0,3,3
2013-03-26,81,0,0,3,3
2013-03-27,74,0,0,4,3
2013-03-28,83,0,0,4,4
2013-03-29,71,0,0,4,4
2013-03-30,84,0,0,5,5
2013-03-31,69,0,0,5,4
2013-04-01,67,0,0,4,2
2013-04-02,55,0,0,2,1
2013-04-03,59,0,0,2,0
2013-04-04,42,0,0,1,0
2013-04-05,43,0,0,0,0
2013-04-06,60,0,0,3,2
2013-04-07,55,0,0,2,1
2013-04-08,41,0,0,0,0
2013-04-09,36,0,0,0,0
2013-04-10,41,0,0,0,0
2013-04-11,27,0,0,0,0
2013-04-12,43,0,0,0,0
2013-04-13,43,0,0,2,2
2013-04-14,49,0,0,2,1
2013-04-15,44,0,0,0,0
2013-04-16,29,0,0,0,0
2013-04-17,7,0,0,0,0
2013-04-18,29,0,0,0,0
2013-04-19,36,0,0,0,0
2013-04-20,46,0,0,2,1
2013-04-21,44,0,0,1,0
2013-04-22,33,0,0,0,0
2013-04-23,36,0,0,0,0
2013-04-24,37,0,0,0,0
2013-04-25,47,0,0,0,0
2013-04-26,42,0,0,1,1
2013-04-27,52,0,0,2,2
2013-04-28,66,0,0,2,1
2013-04-29,59,0,0,1,0
2013-04-30,56,0,0,2,1
2013-05-01,47,0,0,0,0
2013-05-02,27,0,0,0,0
2013-05-03,46,0,0,1,1
2013-05-04,27,0,0,2,1
2013-05-05,17,0,0,1,0
2013-05-06,24,0,0,0,0
2013-05-07,30,0,0,0,0
2013-05-08,24,0,0,0,0
2013-05-09,17,0,0,0,0
2013-05-10,26,0,0,0,0
2013-05-11,44,0,0,1,1
2013-05-12,38,0,0,0,0
2013-05-13,32,0,0,0,0
2013-05-14,22,0,0,0,0
2013-05-15,24,0,0,0,0
2013-05-16,29,0,0,0,0
2013-05-17,38,0,0,1,0
2013-05-18,47,0,0,1,1
2013-05-19,52,0,0,1,0
2013-05-20,37,0,0,0,0
2013-05-21,23,0,0,0,0
2013-05-22,22,0,0,0,0
2013-05-23,26,0,0,0,0
2013-05-24,30,0,0,1,1
2013-05-25,52,0,0,2,1
2013-05-26,42,0,0,1,1
2013-05-27,47,0,0,0,0
2013-05-28,32,0,0,0,0
2013-05-29,40,0,0,1,1
2013-05-30,42,0,0,1,0
2013-05-31,54,0,0,1,1
2013-06-01,57,0,0,2,1
2013-06-02,42,0,0,1,1
2013-06-03,31,0,0,0,0
2013-06-04,18,0,0,0,0
2013-06-05,18,0,0,0,0
2013-06-06,29,0,0,0,0
2013-06-07,21,0,0,0,0
2013-06-08,40,0,0,1,0
2013-06-09,32,0,0,0,0
2013-06-10,28,0,0,0,0
2013-06-11,16,0,0,0,0
2013-06-12,20,0,0,0,0
2013-06-13,29,0,0,0,0
2013-06-14,28,0,0,0,0
2013-06-15,53,0,0,1,1
2013-06-16,43,0,0,0,0
2013-06-17,36,0,0,0,0
2013-06-18,24,0,0,0,0
2013-06-19,20,0,0,0,0
2013-06-20,29,0,0,0,0
2013-06-21,35,0,0,1,1
2013-06-22,55,0,0,1,1
2013-06-23,56,0,0,1,1
2013-06-24,44,0,0,0,0
2013-06-25,48,0,0,0,0
2013-06-26,40,0,0,0,0
2013-06-27,53,0,0,1,1
2013-06-28,61,0,0,1,1
2013-06-29,84,0,0,2,2
2013-06-30,77,0,0,1,1
2013-07-01,37,0,0,1,1
2013-07-02,27,0,0,0,0
2013-07-03,38,0,0,0,0
2013-07-04,22,0,0,0,0
2013-07-05,27,0,0,0,0
2013-07-06,51,0,0,2,1
2013-07-07,41,0,0,1,1
2013-07-08,37,0,0,0,0
2013-07-09,20,0,0,0,0
2013-07-10,28,0,0,0,0
2013-07-11,19,0,0,0,0
2013-07-12,29,0,0,0,0
2013-07-13,50,0,0,2,1
2013-07-14,45,0,0,2,2
2013-07-15,45,0,0,1,0
2013-07-16,47,0,0,0,0
2013-07-17,24,0,0,0,0
2013-07-18,31,0,0,0,0
2013-07-19,42,0,0,1,0
2013-07-20,47,0,0,1,1
2013-07-21,40,0,0,1,0
2013-07-22,31,0,0,0,0
2013-07-23,32,0,0,0,0
2013-07-24,28,0,0,0,0
2013-07-25,48,0,0,1,0
2013-07-26,51,0,0,1,1
2013-07-27,53,0,0,2,2
2013-07-28,57,0,0,2,1
2013-07-29,53,0,0,0,0
2013-07-30,57,0,0,1,1
2013-07-31,52,0,0,2,1
2013-08-01,48,0,0,1,0
2013-08-02,45,0,0,0,0
2013-08-03,43,0,0,2,1
2013-08-04,39,0,0,1,0
2013-08-05,39,0,0,0,0
2013-08-06,30,0,0,0,0
2013-08-07,30,0,0,0,0
2013-08-08,27,0,0,0,0
2013-08-09,30,0,0,0,0
2013-08-10,43,0,0,1,1
2013-08-11,49,0,0,1,0
2013-08-12,0,0,1,-1,-1
2013-08-13,39,0,0,0,0
2013-08-14,30,0,0,0,0
2013-08-15,40,0,0,0,0
2013-08-16,39,0,0,0,0
2013-08-17,37,0,0,1,0
2013-08-18,32,0,0,0,0
2013-08-19,30,0,0,0,0
2013-08-20,32,0,0,0,0
2013-08-21,30,0,0,0,0
2013-08-22,37,0,0,0,0
2013-08-23,39,0,0,0,0
2013-08-24,61,0,0,1,1
2013-08-25,52,0,0,1,1
2013-08-26,44,0,0,0,0
2013-08-27,46,0,0,0,0
2013-08-28,49,0,0,0,0
2013-08-29,50,0,0,1,0
2013-08-30,57,0,0,1,0
2013-08-31,66,0,0,2,2
2013-09-01,54,0,0,2,0
2013-09-02,42,0,0,1,0
2013-09-03,36,0,0,0,0
2013-09-04,24,0,0,0,0
2013-09-05,25,0,0,0,0
2013-09-06,23,0,0,0,0
2013-09-07,38,0,0,1,1
2013-09-08,34,0,0,1,1
2013-09-09,38,0,0,0,0
2013-09-10,33,0,0,0,0
2013-09-11,21,0,0,0,0
2013-09-12,29,0,0,0,0
2013-09-13,31,0,0,0,0
2013-09-14,45,0,0,2,1
2013-09-15,47,0,0,2,1
2013-09-16,31,0,0,0,0
2013-09-17,34,0,0,0,0
2013-09-18,27,0,0,0,0
2013-09-19,33,0,0,0,0
2013-09-20,50,0,0,0,0
2013-09-21,60,0,0,2,1
2013-09-22,60,0,0,2,2
2013-09-23,46,0,0,1,1
2013-09-24,63,0,0,0,0
2013-09-25,53,0,0,0,0
2013-09-26,63,0,0,1,0
2013-09-27,61,0,0,1,0
2013-09-28,58,0,0,2,1
2013-09-29,65,0,0,1,1
2013-09-30,62,0,0,1,0
2013-10-01,50,0,0,1,0
2013-10-02,52,0,0,1,0
2013-10-03,36,0,0,0,0
2013-10-04,40,0,0,0,0
2013-10-05,45,0,0,1,1
2013-10-06,39,0,0,1,0
2013-10-07,35,0,0,0,0
2013-10-08,22,0,0,0,0
2013-10-09,28,0,0,0,0
2013-10-10,43,0,0,0,0
2013-10-11,38,0,0,0,0
2013-10-12,46,0,0,1,1
2013-10-13,52,0,0,2,2
2013-10-14,8,0,0,1,0
2013-10-15,32,0,0,0,0
2013-10-16,29,0,0,0,0
2013-10-17,31,0,0,0,0
2013-10-18,32,0,0,0,0
2013-10-19,43,0,0,2,1
2013-10-20,48,0,0,1,1
2013-10-21,28,0,0,0,0
2013-10-22,35,0,0,0,0
2013-10-23,36,0,0,0,0
2013-10-24,39,0,0,0,0
2013-10-25,49,0,0,1,0
2013-10-26,52,0,0,2,1
2013-10-27,51,0,0,1,1
2013-10-28,46,0,0,1,0
2013-10-29,42,0,0,1,0
2013-10-30,41,0,0,1,0
2013-10-31,44,0,0,1,1
2013-11-01,48,0,0,1,0
2013-11-02,44,0,0,2,1
2013-11-03,37,0,0,1,2
2013-11-04,33,0,0,0,0
2013-11-05,36,0,0,0,0
2013-11-06,26,0,0,0,0
2013-11-07,22,0,0,0,0
2013-11-08,29,0,0,0,0
2013-11-09,38,0,0,1,0
2013-11-10,34,0,0,0,0
2013-11-11,20,0,0,0,0
2013-11-12,20,0,0,0,0
2013-11-13,18,0,0,0,0
2013-11-14,30,0,0,0,0
2013-11-15,25,0,0,0,0
2013-11-16,52,0,0,1,1
2013-11-17,35,0,0,0,0
2013-11-18,26,0,0,0,0
2013-11-19,21,0,0,0,0
2013-11-20,33,0,0,0,0
2013-11-21,29,0,0,0,0
2013-11-22,41,0,0,0,0
2013-11-23,44,0,0,1,1
2013-11-24,39,0,0,1,1
2013-11-25,41,0,0,0,0
2013-11-26,40,0,0,0,0
2013-11-27,39,0,0,0,0
2013-11-28,39,0,0,1,1
2013-11-29,48,0,0,1,1
2013-11-30,47,0,0,2,2
2013-12-01,39,0,0,2,1
2013-12-02,38,0,0,1,0
2013-12-03,37,0,0,1,0
2013-12-04,23,0,0,0,0
2013-12-05,27,0,0,0,0
2013-12-06,31,0,0,0,0
2013-12-07,44,0,0,1,1
2013-12-08,45,0,0,1,0
2013-12-09,32,0,0,0,0
2013-12-10,26,0,0,0,0
2013-12-11,16,0,0,0,0
2013-12-12,21,0,0,0,0
2013-12-13,41,0,0,0,0
2013-12-14,46,0,0,1,1
2013-12-15,44,0,0,1,0
2013-12-16,48,0,0,0,0
2013-12-17,31,0,0,0,0
2013-12-18,39,0,0,0,0
2013-12-19,42,0,0,0,0
2013-12-20,55,0,0,1,0
2013-12-21,45,0,0,2,1
2013-12-22,50,0,0,1,1
2013-12-23,47,0,0,1,1
2013-12-24,42,0,0,0,0
2013-12-25,35,0,0,0,0
2013-12-26,43,0,0,1,0
2013-12-27,29,0,0,1,1
2013-12-28,37,0,0,2,2
2013-12-29,46,0,0,2,2
2013-12-30,25,0,0,1,2
2013-12-31,0,0,1,-1,-1
2014-01-01,0,0,1,-1,-1
2014-01-02,0,0,1,-1,-1
2014-01-03,0,0,1,-1,-1
2014-01-04,34,0,0,0,0
2014-01-05,27,0,0,0,0
2014-01-06,31,0,0,0,0
2014-01-07,16,0,0,0,0
2014-01-08,20,0,0,0,0
2014-01-09,15,0,0,0,0
2014-01-10,35,0,0,0,0
2014-01-11,42,0,0,0,0
2014-01-12,44,0,0,0,0
2014-01-13,17,0,0,0,0
2014-01-14,25,0,0,0,0
2014-01-15,30,0,0,0,0
2014-01-16,36,0,0,0,0
2014-01-17,32,0,0,0,0
2014-01-18,50,0,0,1,1
2014-01-19,40,0,0,0,0
2014-01-20,33,0,0,0,0
2014-01-21,28,0,0,0,0
2014-01-22,33,0,0,0,0
2014-01-23,24,0,0,0,0
2014-01-24,46,0,0,1,0
2014-01-25,48,0,0,2,1
2014-01-26,40,0,0,1,1
2014-01-27,37,0,0,0,0
2014-01-28,34,0,0,0,0
2014-01-29,34,0,0,0,0
2014-01-30,45,0,0,1,1
2014-01-31,48,0,0,1,1
2014-02-01,50,0,0,2,1
2014-02-02,44,0,0,1,0
2014-02-03,31,0,0,1,1
2014-02-04,38,0,0,0,0
2014-02-05,24,0,0,0,0
2014-02-06,33,0,0,0,0
2014-02-07,32,0,0,1,1
2014-02-08,32,0,0,1,1
2014-02-09,43,0,0,1,0
2014-02-10,52,0,0,0,0
2014-02-11,44,0,0,0,0
2014-02-12,40,0,0,0,0
2014-02-13,40,0,0,0,0
2014-02-14,31,0,0,1,0
2014-02-15,44,0,0,2,2
2014-02-16,49,0,0,2,1
2014-02-17,42,0,0,0,0
2014-02-18,40,0,0,0,0
2014-02-19,38,0,0,0,0
2014-02-20,37,0,0,0,0
2014-02-21,44,0,0,1,1
2014-02-22,50,0,0,3,2
2014-02-23,55,0,0,2,2
2014-02-24,53,0,0,1,1
2014-02-25,53,0,0,1,0
2014-02-26,51,0,0,1,0
2014-02-27,51,0,0,1,1
2014-02-28,56,0,0,2,2
2014-03-01,55,0,0,2,2
2014-03-02,48,0,0,1,1
2014-03-03,45,0,0,1,0
2014-03-04,43,0,0,1,1
2014-03-05,45,0,0,0,0
2014-03-06,46,0,0,0,0
2014-03-07,57,0,0,0,0
2014-03-08,42,0,0,2,1
2014-03-09,53,0,0,1,0
2014-03-10,42,0,0,0,0
2014-03-11,42,0,0,0,0
2014-03-12,53,0,0,0,0
2014-03-13,56,0,0,1,0
2014-03-14,43,0,0,1,1
2014-03-15,70,0,0,3,2
2014-03-16,84,0,0,3,2
2014-03-17,77,0,0,2,1
2014-03-18,75,0,0,2,1
2014-03-19,63,0,0,2,2
2014-03-20,81,0,0,2,2
2014-03-21,78,0,0,3,3
2014-03-22,69,0,0,5,4
2014-03-23,77,0,0,4,3
2014-03-24,81,0,0,3,3
2014-03-25,72,0,0,5,5
2014-03-26,88,0,0,5,5
2014-03-27,69,0,0,5,4
2014-03-28,62,0,0,4,4
2014-03-29,58,0,0,5,5
2014-03-30,46,0,0,5,5
2014-03-31,53,0,0,4,5
2014-04-01,44,0,0,4,4
2014-04-02,41,0,0,3,2
2014-04-03,57,0,0,1,1
2014-04-04,48,0,0,1,1
2014-04-05,56,0,0,5,4
2014-04-06,45,0,0,4,3
2014-04-07,48,0,0,1,1
2014-04-08,45,0,0,1,0
2014-04-09,41,0,0,0,0
2014-04-10,45,0,0,0,0
2014-04-11,45,0,0,1,1
2014-04-12,60,0,0,3,2
2014-04-13,56,0,0,2,1
2014-04-14,38,0,0,0,0
2014-04-15,32,0,0,0,0
2014-04-16,44,0,0,0,0
2014-04-17,23,0,0,0,0
2014-04-18,38,0,0,1,0
2014-04-19,52,0,0,2,2
2014-04-20,48,0,0,2,1
2014-04-21,45,0,0,0,0
2014-04-22,39,0,0,0,0
2014-04-23,32,0,0,0,0
2014-04-24,47,0,0,0,0
2014-04-25,47,0,0,1,1
